input,output
"Hey home, deactivate the tv in the hall, also Hey, open the blinds in the balcony please., also I want the fan in the living_room on. please.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""tv"": ""off""}, ""living_room"": {""fan"": ""on""}}"
in the study_room turn off the lights,"{""study_room"": {""lights"": ""off""}}"
"Kindly adjust the lights to dim in the hall & Hey home, turn off the ac in the bedroom. now.","{""bedroom"": {""ac"": ""off""}, ""hall"": {""lights"": ""dim""}}"
"Hey home, turn on the exhaust in the kitchen.","{""kitchen"": {""exhaust"": ""on""}}"
"Hey home, Could you turn off the lights in the dining_room?, then in the hall turn on the tv thanks.","{""dining_room"": {""lights"": ""off""}, ""hall"": {""tv"": ""on""}}"
switch off the lights in the hall,"{""hall"": {""lights"": ""off""}}"
turn on the ac to 24°C in the bedroom,"{""bedroom"": {""ac"": ""24\u00b0C""}}"
Please set balcony lights to dim.,"{""balcony"": {""lights"": ""dim""}}"
"Can you Could you open the blinds in the balcony?, also set the lights to warm in the dining_room","{""balcony"": {""blinds"": ""open""}, ""dining_room"": {""lights"": ""warm""}}"
Can you Could you turn off the exhaust in the kitchen?; Could you open the blinds in the bedroom?,"{""bedroom"": {""blinds"": ""open""}, ""kitchen"": {""exhaust"": ""off""}}"
enable the geyser in the bathroom,"{""bathroom"": {""geyser"": ""on""}}"
"Hey, Kindly turn on the tv in the hall., then deactivate the geyser in the bathroom","{""bathroom"": {""geyser"": ""off""}, ""hall"": {""tv"": ""on""}}"
"Kindly adjust the lights to dim in the balcony and switch the living_room lights to bright and Hey, make the hall lights bright..","{""balcony"": {""lights"": ""dim""}, ""hall"": {""lights"": ""bright""}, ""living_room"": {""lights"": ""bright""}}"
switch the dining_room lights to warm,"{""dining_room"": {""lights"": ""warm""}}"
Could you put loud music on in the living_room?,"{""living_room"": {""music_system"": ""loud""}}"
"Hey, close the blinds in the bedroom, also stop the tv in the hall please.","{""bedroom"": {""blinds"": ""close""}, ""hall"": {""tv"": ""off""}}"
deactivate the fan in the bedroom,"{""bedroom"": {""fan"": ""off""}}"
switch on the fan in the kitchen,"{""kitchen"": {""fan"": ""on""}}"
close the blinds in the balcony & in the bathroom turn on the geyser please!,"{""balcony"": {""blinds"": ""close""}, ""bathroom"": {""geyser"": ""on""}}"
Please stop the lights in the kitchen; Could you turn off the fan in the living_room?; fire up the exhaust in the bathroom thanks.,"{""bathroom"": {""exhaust"": ""on""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""fan"": ""off""}}"
I want the tv in the hall on.,"{""hall"": {""tv"": ""on""}}"
"in the dining_room, switch off the fan","{""dining_room"": {""fan"": ""off""}}"
"Hey home, turn off the lights in the bedroom.","{""bedroom"": {""lights"": ""off""}}"
"Can you Hey, set the dining_room ac to 18°C., then Can you deactivate the fan in the kitchen?","{""dining_room"": {""ac"": ""18\u00b0C""}, ""kitchen"": {""fan"": ""off""}}"
"Hey home, turn off the geyser in the bathroom.","{""bathroom"": {""geyser"": ""off""}}"
"Hey, Set the lights to off in the hall.; Could you open the blinds in the bedroom?; Hey, turn on the lights in the living_room please.","{""bedroom"": {""blinds"": ""open""}, ""hall"": {""lights"": ""off""}, ""living_room"": {""lights"": ""on""}}"
"Could you close the blinds in the bedroom; in the hall, switch on the tv","{""bedroom"": {""blinds"": ""close""}, ""hall"": {""tv"": ""on""}}"
switch on the tv in the hall,"{""hall"": {""tv"": ""on""}}"
in the kitchen turn on the exhaust,"{""kitchen"": {""exhaust"": ""on""}}"
Could you turn on the tv in the hall?,"{""hall"": {""tv"": ""on""}}"
Can you turn off the lights in the living_room; turn off the lights in the hall,"{""hall"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off""}}"
"Kindly adjust the lights to warm in the kitchen, also I want the lights in the living_room off., also in the balcony, open the blinds, also start the geyser in the bathroom.","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""geyser"": ""on""}, ""kitchen"": {""lights"": ""warm""}, ""living_room"": {""lights"": ""off""}}"
I want to I want the fan in the kitchen on.; Set the lights to off in the study_room.,"{""kitchen"": {""fan"": ""on""}, ""study_room"": {""lights"": ""off""}}"
"Hey, disable the tv in the hall; switch on the exhaust in the kitchen","{""hall"": {""tv"": ""off""}, ""kitchen"": {""exhaust"": ""on""}}"
"Hey home, turn on the exhaust in the kitchen., also shut off the tv in the living_room, also in the kitchen turn off the fan please.","{""kitchen"": {""exhaust"": ""on"", ""fan"": ""off""}, ""living_room"": {""tv"": ""off""}}"
Please set the music_system to soft in the living_room.,"{""living_room"": {""music_system"": ""soft""}}"
"Hey home, Hey, turn off the fan in the living_room please., then deactivate the ac in the dining_room now.","{""dining_room"": {""ac"": ""off""}, ""living_room"": {""fan"": ""off""}}"
"in the hall, switch off the lights","{""hall"": {""lights"": ""off""}}"
"I want to stop the geyser in the bathroom, also Can you activate the fan in the study_room? thanks.","{""bathroom"": {""geyser"": ""off""}, ""study_room"": {""fan"": ""on""}}"
turn on the geyser in the bathroom,"{""bathroom"": {""geyser"": ""on""}}"
in the living_room turn on the tv,"{""living_room"": {""tv"": ""on""}}"
"Hey home, morning routine please.","{""bathroom"": {""geyser"": ""on"", ""lights"": ""on""}, ""bedroom"": {""blinds"": ""open"", ""fan"": ""off"", ""lights"": ""bright""}, ""kitchen"": {""exhaust"": ""on"", ""lights"": ""on""}}"
"Hey home, Can you deactivate the fan in the living_room?; Could you turn on the fan in the dining_room? please. now.","{""dining_room"": {""fan"": ""on""}, ""living_room"": {""fan"": ""off""}}"
Please Could you open the blinds in the balcony? and set the lights to dim in the hall thanks.,"{""balcony"": {""blinds"": ""open""}, ""hall"": {""lights"": ""dim""}}"
Party mode on!,"{""dining_room"": {""lights"": ""bright""}, ""hall"": {""lights"": ""bright""}, ""kitchen"": {""lights"": ""on""}, ""living_room"": {""fan"": ""on"", ""lights"": ""bright"", ""music_system"": ""party"", ""tv"": ""on""}}"
"in the bedroom, switch off the ac, then turn off the lights in the dining_room, then open the blinds in the balcony","{""balcony"": {""blinds"": ""open""}, ""bedroom"": {""ac"": ""off""}, ""dining_room"": {""lights"": ""off""}}"
power on the exhaust in the bathroom,"{""bathroom"": {""exhaust"": ""on""}}"
shut off the fan in the living_room,"{""living_room"": {""fan"": ""off""}}"
"in the bedroom, close the blinds","{""bedroom"": {""blinds"": ""close""}}"
"Please in the living_room, set music to soft and Can you deactivate the lights in the kitchen? please.","{""kitchen"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""soft""}}"
Please turn on the exhaust in the kitchen.,"{""kitchen"": {""exhaust"": ""on""}}"
set the lights to bright in the dining_room,"{""dining_room"": {""lights"": ""bright""}}"
turn the lights to bright in the kitchen,"{""kitchen"": {""lights"": ""bright""}}"
"Please Hey, close the blinds in the balcony please.; Could you turn on the fan in the dining_room? now.","{""balcony"": {""blinds"": ""close""}, ""dining_room"": {""fan"": ""on""}}"
Activate night mode.,"{""bedroom"": {""ac"": ""22\u00b0C"", ""blinds"": ""close"", ""fan"": ""on"", ""lights"": ""off""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off"", ""tv"": ""off""}}"
"I want to I want the ac at 20°C in the dining_room., also turn the lights to warm in the living_room, also Please close the bedroom blinds.","{""bedroom"": {""blinds"": ""close""}, ""dining_room"": {""ac"": ""20\u00b0C""}, ""living_room"": {""lights"": ""warm""}}"
deactivate the geyser in the bathroom,"{""bathroom"": {""geyser"": ""off""}}"
I want to switch the hall lights to dim; turn on the fan in the dining_room; I want the exhaust in the bathroom on. please. now.,"{""bathroom"": {""exhaust"": ""on""}, ""dining_room"": {""fan"": ""on""}, ""hall"": {""lights"": ""dim""}}"
"I'm heading out, turn off the house.","{""balcony"": {""lights"": ""off""}, ""bathroom"": {""exhaust"": ""off"", ""geyser"": ""off"", ""lights"": ""off""}, ""bedroom"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""dining_room"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""hall"": {""lights"": ""off"", ""tv"": ""off""}, ""kitchen"": {""exhaust"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""living_room"": {""fan"": ""off"", ""lights"": ""off"", ""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""off"", ""fan"": ""off"", ""lights"": ""off""}}"
Could you shut off the lights in the balcony and adjust the lights to dim in the bathroom,"{""balcony"": {""lights"": ""off""}, ""bathroom"": {""lights"": ""dim""}}"
"Hey, open the blinds in the balcony please. and Could you turn off the exhaust in the bathroom? and disable the lights in the bathroom, thanks.","{""balcony"": {""blinds"": ""open""}, ""bathroom"": {""exhaust"": ""off"", ""lights"": ""off""}}"
Set up for remote work.,"{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
"Hey, turn off the lights in the balcony please., also power on the fan in the dining_room now.","{""balcony"": {""lights"": ""off""}, ""dining_room"": {""fan"": ""on""}}"
Kindly open the blinds in the bedroom & activate the fan in the kitchen & turn on the ac to 22°C in the dining_room,"{""bedroom"": {""blinds"": ""open""}, ""dining_room"": {""ac"": ""22\u00b0C""}, ""kitchen"": {""fan"": ""on""}}"
Leaving home mode.,"{""balcony"": {""lights"": ""off""}, ""bathroom"": {""exhaust"": ""off"", ""geyser"": ""off"", ""lights"": ""off""}, ""bedroom"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""dining_room"": {""ac"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""hall"": {""lights"": ""off"", ""tv"": ""off""}, ""kitchen"": {""exhaust"": ""off"", ""fan"": ""off"", ""lights"": ""off""}, ""living_room"": {""fan"": ""off"", ""lights"": ""off"", ""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""off"", ""fan"": ""off"", ""lights"": ""off""}}"
I need to stop the lights in the dining_room & activate the fan in the kitchen,"{""dining_room"": {""lights"": ""off""}, ""kitchen"": {""fan"": ""on""}}"
I want dim lights in the hall.,"{""hall"": {""lights"": ""dim""}}"
switch the balcony lights to warm and stop the tv in the hall and I want bright lights in the kitchen. and stop the exhaust in the bathroom thanks.,"{""balcony"": {""lights"": ""warm""}, ""bathroom"": {""exhaust"": ""off""}, ""hall"": {""tv"": ""off""}, ""kitchen"": {""lights"": ""bright""}}"
"Could you Hey, make the hall lights warm. & fire up the lights in the kitchen now.","{""hall"": {""lights"": ""warm""}, ""kitchen"": {""lights"": ""on""}}"
"I'm going to sleep, set up the house.","{""bedroom"": {""ac"": ""22\u00b0C"", ""blinds"": ""close"", ""fan"": ""on"", ""lights"": ""off""}, ""hall"": {""lights"": ""off""}, ""kitchen"": {""lights"": ""off""}, ""living_room"": {""lights"": ""off"", ""tv"": ""off""}}"
Could you turn on the fan in the kitchen?,"{""kitchen"": {""fan"": ""on""}}"
"Hey, turn off the lights in the bathroom please.","{""bathroom"": {""lights"": ""off""}}"
"Please Can you activate the fan in the bedroom?, also open the blinds in the balcony, also in the hall turn on the lights please.","{""balcony"": {""blinds"": ""open""}, ""bedroom"": {""fan"": ""on""}, ""hall"": {""lights"": ""on""}}"
I want the lights in the hall off.,"{""hall"": {""lights"": ""off""}}"
Could you Please set the ac to 22°C in the dining_room.; power off the lights in the hall,"{""dining_room"": {""ac"": ""22\u00b0C""}, ""hall"": {""lights"": ""off""}}"
I want bright lights in the living_room.,"{""living_room"": {""lights"": ""bright""}}"
start the fan in the study_room,"{""study_room"": {""fan"": ""on""}}"
Can you turn the lights to bright in the study_room and Can you activate the tv in the hall? thanks.,"{""hall"": {""tv"": ""on""}, ""study_room"": {""lights"": ""bright""}}"
Kindly turn off the fan in the kitchen.,"{""kitchen"": {""fan"": ""off""}}"
in the bedroom turn on the lights,"{""bedroom"": {""lights"": ""on""}}"
"I want to in the balcony, open the blinds, then in the hall turn on the tv, then Please set living_room lights to warm., thanks.","{""balcony"": {""blinds"": ""open""}, ""hall"": {""tv"": ""on""}, ""living_room"": {""lights"": ""warm""}}"
"Hey, stop the fan in the dining_room; Could you put medium music on in the living_room?; start the exhaust in the kitchen now.","{""dining_room"": {""fan"": ""off""}, ""kitchen"": {""exhaust"": ""on""}, ""living_room"": {""music_system"": ""medium""}}"
Activate study mode.,"{""bedroom"": {""lights"": ""off""}, ""living_room"": {""music_system"": ""off"", ""tv"": ""off""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
Could you turn off the tv in the living_room?,"{""living_room"": {""tv"": ""off""}}"
"Hey home, Please set hall lights to dim., also turn on the geyser in the bathroom.","{""bathroom"": {""geyser"": ""on""}, ""hall"": {""lights"": ""dim""}}"
"Please in the hall, switch off the lights & I want dim lights in the dining_room. & Hey home, turn on the tv in the living_room. please!","{""dining_room"": {""lights"": ""dim""}, ""hall"": {""lights"": ""off""}, ""living_room"": {""tv"": ""on""}}"
Can you Please set kitchen lights to dim. & Could you set the lights in the hall to warm? please.,"{""hall"": {""lights"": ""warm""}, ""kitchen"": {""lights"": ""dim""}}"
"in the dining_room, set lights to dim; activate the fan in the study_room; turn on the fan in the dining_room thanks.","{""dining_room"": {""fan"": ""on"", ""lights"": ""dim""}, ""study_room"": {""fan"": ""on""}}"
"Can you activate the geyser in the bathroom? & Hey home, turn on the tv in the hall., thanks.","{""bathroom"": {""geyser"": ""on""}, ""hall"": {""tv"": ""on""}}"
I want to stop the lights in the balcony & enable the tv in the hall please. now.,"{""balcony"": {""lights"": ""off""}, ""hall"": {""tv"": ""on""}}"
"Time to cook, set up the kitchen.","{""kitchen"": {""exhaust"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
Please open the balcony blinds.,"{""balcony"": {""blinds"": ""open""}}"
switch on the fan in the kitchen,"{""kitchen"": {""fan"": ""on""}}"
"Hey, working from home.","{""dining_room"": {""ac"": ""23\u00b0C""}, ""kitchen"": {""lights"": ""on""}, ""study_room"": {""computer"": ""on"", ""fan"": ""on"", ""lights"": ""bright""}}"
